revol_bal,home_ownership,verification_status,emp_length,dti,annual_inc,output
14806,RENT,Not Verified,4,18.37,65000.0,Non-Defaulters
9220,MORTGAGE,Verified,4,25.5,40000.0,Non-Defaulters
23208,MORTGAGE,Not Verified,1,29.65,35600.0,Non-Defaulters
8019,RENT,Verified,10,15.38,60000.0,Defaulters
9873,RENT,Not Verified,5,15.71,55000.0,Defaulters
9533,MORTGAGE,Not Verified,10,7.46,50000.0,Non-Defaulters
16293,RENT,Not Verified,1,26.72,65000.0,Non-Defaulters
14115,MORTGAGE,Source Verified,10,19.37,71000.0,Non-Defaulters
12623,RENT,Verified,2,20.3,46000.0,Non-Defaulters
40458,MORTGAGE,Verified,,15.66,78000.0,Non-Defaulters
10059,RENT,Verified,10,26.76,43000.0,Non-Defaulters
9886,MORTGAGE,Not Verified,10,9.24,45000.0,Non-Defaulters
6230,RENT,Source Verified,10,0.3,85000.0,Non-Defaulters
26039,MORTGAGE,Source Verified,10,18.33,95000.0,Defaulters
16843,RENT,Verified,2,26.24,80000.0,Defaulters
16930,RENT,Source Verified,8,3.6,97200.0,Defaulters
4486,RENT,Verified,,13.47,47500.0,Non-Defaulters
27056,MORTGAGE,Not Verified,3,20.73,54000.0,Non-Defaulters
8638,RENT,Not Verified,4,12.54,64000.0,Non-Defaulters
15299,MORTGAGE,Source Verified,10,11.22,55000.0,Non-Defaulters
18098,RENT,Source Verified,2,14.69,62000.0,Non-Defaulters
9091,MORTGAGE,Source Verified,3,5.43,48000.0,Non-Defaulters
34665,MORTGAGE,Verified,9,25.54,55536.0,Non-Defaulters
2096,RENT,Source Verified,1,9.28,30000.0,Defaulters
5614,MORTGAGE,Source Verified,5,24.17,50000.0,Non-Defaulters
15748,RENT,Not Verified,5,17.59,48996.0,Defaulters
6458,MORTGAGE,Verified,9,27.6,52000.0,Non-Defaulters
22839,MORTGAGE,Verified,10,14.91,82000.0,Non-Defaulters
30584,MORTGAGE,Source Verified,6,19.8,110000.0,Non-Defaulters
10130,RENT,Source Verified,7,7.38,135000.0,Non-Defaulters
3735,MORTGAGE,Verified,5,16.9,60000.0,Defaulters
30884,MORTGAGE,Source Verified,1,14.74,60000.0,Defaulters
646,OWN,Verified,,26.23,36000.0,Non-Defaulters
18753,MORTGAGE,Verified,,25.11,35000.0,Non-Defaulters
29071,MORTGAGE,Verified,10,15.46,100000.0,Non-Defaulters
50760,MORTGAGE,Verified,5,12.06,174000.0,Non-Defaulters
28003,MORTGAGE,Verified,1,15.35,160000.0,Non-Defaulters
18846,MORTGAGE,Source Verified,8,25.47,98000.0,Non-Defaulters
28554,MORTGAGE,Verified,5,22.66,115000.0,Non-Defaulters
16745,RENT,Not Verified,6,25.91,44374.0,Defaulters
27526,RENT,Source Verified,10,30.68,51000.0,Non-Defaulters
3020,RENT,Source Verified,3,16.75,50000.0,Defaulters
9027,RENT,Not Verified,1,16.32,60000.0,Non-Defaulters
2606,RENT,Verified,1,1.13,120000.0,Defaulters
12508,MORTGAGE,Not Verified,10,16.62,38927.0,Non-Defaulters
28162,MORTGAGE,Verified,6,17.98,95000.0,Non-Defaulters
10234,MORTGAGE,Not Verified,2,15.91,90000.0,Non-Defaulters
17981,RENT,Source Verified,3,13.13,60000.0,Non-Defaulters
10368,MORTGAGE,Verified,10,27.12,70000.0,Non-Defaulters
9338,OWN,Not Verified,7,5.69,50000.0,Defaulters
4799,OWN,Verified,1,32.55,24000.0,Defaulters
12816,RENT,Source Verified,1,14.83,90000.0,Non-Defaulters
62691,MORTGAGE,Source Verified,10,12.35,210000.0,Non-Defaulters
12498,MORTGAGE,Source Verified,1,9.37,41880.0,Non-Defaulters
9745,RENT,Not Verified,10,12.3,68000.0,Defaulters
6334,RENT,Source Verified,5,9.33,46574.0,Non-Defaulters
6278,RENT,Not Verified,9,12.85,55000.0,Non-Defaulters
31008,MORTGAGE,Verified,5,14.03,202000.0,Defaulters
6404,RENT,Not Verified,9,8.31,90000.0,Non-Defaulters
1087,RENT,Source Verified,1,24.94,120000.0,Non-Defaulters
68994,MORTGAGE,Verified,2,9.1,115000.0,Non-Defaulters
14888,RENT,Source Verified,,14.84,88000.0,Non-Defaulters
12548,OWN,Source Verified,10,24.79,49105.0,Non-Defaulters
18591,RENT,Not Verified,9,15.69,97500.0,Non-Defaulters
8084,MORTGAGE,Not Verified,1,13.46,60000.0,Non-Defaulters
13210,OWN,Verified,10,29.61,86000.0,Non-Defaulters
6896,MORTGAGE,Verified,1,22.62,40000.0,Non-Defaulters
4040,RENT,Not Verified,1,9.23,80000.0,Non-Defaulters
39326,MORTGAGE,Verified,8,9.59,175000.0,Non-Defaulters
12010,MORTGAGE,Source Verified,9,9.07,75000.0,Defaulters
20099,MORTGAGE,Verified,4,6.27,110000.0,Non-Defaulters
22599,RENT,Verified,5,14.03,65000.0,Non-Defaulters
131016,MORTGAGE,Verified,6,8.91,250000.0,Non-Defaulters
14764,RENT,Source Verified,1,15.65,70000.0,Non-Defaulters
1362,MORTGAGE,Source Verified,,19.92,40000.0,Non-Defaulters
39850,RENT,Verified,5,14.24,125000.0,Defaulters
4183,MORTGAGE,Not Verified,10,17.48,65000.0,Non-Defaulters
50718,MORTGAGE,Source Verified,2,11.62,200000.0,Non-Defaulters
7953,RENT,Source Verified,5,5.92,60000.0,Non-Defaulters
5902,MORTGAGE,Source Verified,8,5.13,41200.0,Non-Defaulters
34709,RENT,Verified,3,24.13,105000.0,Defaulters
116651,MORTGAGE,Verified,2,4.54,202000.0,Non-Defaulters
15139,OWN,Source Verified,1,17.34,116000.0,Non-Defaulters
4909,RENT,Not Verified,10,1.27,72000.0,Non-Defaulters
6423,RENT,Source Verified,5,22.62,54000.0,Defaulters
9029,RENT,Verified,2,19.27,70000.0,Non-Defaulters
7011,RENT,Source Verified,9,20.37,45600.0,Defaulters
4557,RENT,Source Verified,1,10.34,50000.0,Non-Defaulters
2999,OWN,Not Verified,7,4.35,24000.0,Non-Defaulters
2389,MORTGAGE,Not Verified,10,30.41,40959.0,Non-Defaulters
8766,RENT,Source Verified,,12.55,22000.0,Defaulters
6033,RENT,Source Verified,1,16.49,27000.0,Non-Defaulters
15502,RENT,Not Verified,8,13.3,53000.0,Defaulters
8221,RENT,Source Verified,1,16.18,25000.0,Non-Defaulters
12320,RENT,Source Verified,8,8.59,71000.0,Non-Defaulters
24089,OWN,Not Verified,3,18.58,60000.0,Non-Defaulters
36675,MORTGAGE,Not Verified,10,21.48,91000.0,Non-Defaulters
15815,RENT,Source Verified,1,13.52,125000.0,Non-Defaulters
24258,RENT,Source Verified,10,22.99,47871.0,Non-Defaulters
6624,MORTGAGE,Verified,9,18.32,83600.0,Non-Defaulters
6589,MORTGAGE,Source Verified,6,9.55,48000.0,Non-Defaulters
6101,RENT,Source Verified,1,17.05,24000.0,Non-Defaulters
7967,MORTGAGE,Not Verified,3,10.53,35000.0,Non-Defaulters
6335,MORTGAGE,Not Verified,2,14.09,55000.0,Non-Defaulters
9804,MORTGAGE,Not Verified,5,13.39,45000.0,Non-Defaulters
45860,RENT,Verified,10,31.68,78000.0,Defaulters
5990,RENT,Verified,6,6.0,55000.0,Defaulters
30477,MORTGAGE,Not Verified,4,16.54,65000.0,Non-Defaulters
2117,RENT,Source Verified,10,11.59,52900.0,Defaulters
5829,MORTGAGE,Source Verified,10,9.06,103000.0,Non-Defaulters
7980,RENT,Not Verified,5,20.31,54108.0,Non-Defaulters
5395,MORTGAGE,Verified,9,7.94,100000.0,Non-Defaulters
12398,MORTGAGE,Verified,9,16.68,77000.0,Non-Defaulters
5376,RENT,Verified,10,23.38,39000.0,Defaulters
9656,MORTGAGE,Source Verified,1,12.24,145000.0,Non-Defaulters
20320,RENT,Verified,10,33.93,34461.0,Defaulters
5656,RENT,Verified,5,14.06,60000.0,Non-Defaulters
1529,RENT,Source Verified,10,24.36,54936.0,Non-Defaulters
5388,MORTGAGE,Source Verified,9,9.6,85000.0,Non-Defaulters
10210,MORTGAGE,Source Verified,10,12.45,66241.96,Non-Defaulters
10693,MORTGAGE,Not Verified,8,19.12,69000.0,Non-Defaulters
7061,OWN,Not Verified,2,17.47,27000.0,Defaulters
4174,MORTGAGE,Source Verified,7,19.58,85000.0,Defaulters
5448,MORTGAGE,Not Verified,8,19.2,48000.0,Non-Defaulters
23051,RENT,Verified,5,15.09,49000.0,Non-Defaulters
6996,RENT,Not Verified,5,11.7,75000.0,Non-Defaulters
20117,MORTGAGE,Verified,6,14.74,100000.0,Defaulters
14661,MORTGAGE,Source Verified,10,14.51,86000.0,Defaulters
10227,MORTGAGE,Verified,,23.08,26000.0,Defaulters
36666,MORTGAGE,Verified,10,23.01,75000.0,Non-Defaulters
10810,OWN,Source Verified,1,19.34,50000.0,Non-Defaulters
34723,RENT,Source Verified,1,23.7,60000.0,Non-Defaulters
9449,RENT,Source Verified,10,12.73,105000.0,Non-Defaulters
14079,RENT,Not Verified,1,12.16,39500.0,Defaulters
2758,RENT,Source Verified,1,10.72,45000.0,Defaulters
2583,RENT,Verified,10,29.76,65000.0,Defaulters
14249,RENT,Not Verified,3,10.41,102000.0,Non-Defaulters
14058,MORTGAGE,Not Verified,1,20.87,72000.0,Non-Defaulters
15576,MORTGAGE,Verified,10,9.11,80000.0,Non-Defaulters
12524,MORTGAGE,Not Verified,6,14.93,36000.0,Non-Defaulters
12919,RENT,Verified,2,9.86,110000.0,Non-Defaulters
5704,OWN,Verified,10,19.71,12174.0,Non-Defaulters
13708,MORTGAGE,Not Verified,4,14.34,60000.0,Non-Defaulters
19510,RENT,Source Verified,8,15.06,47000.0,Non-Defaulters
7091,MORTGAGE,Not Verified,10,21.9,85000.0,Non-Defaulters
26208,RENT,Verified,8,27.57,30000.0,Non-Defaulters
2556,MORTGAGE,Verified,10,2.85,63600.0,Non-Defaulters
44044,MORTGAGE,Source Verified,10,23.06,80000.0,Non-Defaulters
36398,MORTGAGE,Verified,10,27.14,65000.0,Non-Defaulters
48278,MORTGAGE,Verified,10,10.27,104000.0,Non-Defaulters
7986,MORTGAGE,Not Verified,1,15.87,85000.0,Non-Defaulters
10901,MORTGAGE,Source Verified,10,7.38,102943.0,Non-Defaulters
27885,RENT,Source Verified,4,31.31,85000.0,Non-Defaulters
17193,MORTGAGE,Not Verified,5,8.68,118000.0,Non-Defaulters
14205,RENT,Verified,,24.67,50000.0,Defaulters
27079,MORTGAGE,Verified,7,15.13,71000.0,Non-Defaulters
33980,MORTGAGE,Verified,3,24.87,47000.0,Defaulters
11379,RENT,Not Verified,6,16.03,25000.0,Non-Defaulters
11822,MORTGAGE,Not Verified,10,20.56,94000.0,Non-Defaulters
21540,RENT,Source Verified,1,16.52,30000.0,Non-Defaulters
12424,MORTGAGE,Source Verified,10,12.33,120000.0,Non-Defaulters
6105,OWN,Not Verified,10,3.97,55000.0,Non-Defaulters
40361,MORTGAGE,Verified,10,27.57,71000.0,Non-Defaulters
38367,MORTGAGE,Source Verified,10,32.1,60000.0,Non-Defaulters
13132,MORTGAGE,Source Verified,10,11.11,125000.0,Non-Defaulters
36145,RENT,Not Verified,10,11.53,144000.0,Non-Defaulters
12534,MORTGAGE,Not Verified,10,15.21,65000.0,Non-Defaulters
5826,OWN,Not Verified,2,15.29,42000.0,Non-Defaulters
13790,MORTGAGE,Source Verified,6,7.28,60000.0,Non-Defaulters
49580,MORTGAGE,Verified,1,12.53,175000.0,Non-Defaulters
13875,RENT,Not Verified,2,25.2,37000.0,Non-Defaulters
7228,MORTGAGE,Source Verified,10,18.16,60000.0,Non-Defaulters
5589,MORTGAGE,Source Verified,10,10.59,80000.0,Non-Defaulters
13315,RENT,Not Verified,2,28.15,22000.0,Non-Defaulters
115,OWN,Not Verified,,6.1,35000.0,Non-Defaulters
0,OWN,Not Verified,5,4.8,24000.0,Non-Defaulters
8261,RENT,Verified,10,11.61,43000.0,Non-Defaulters
16738,MORTGAGE,Verified,5,26.3,60000.0,Defaulters
28931,MORTGAGE,Source Verified,5,9.52,180000.0,Non-Defaulters
15551,RENT,Not Verified,8,28.92,50000.0,Non-Defaulters
7710,MORTGAGE,Verified,8,20.7,52000.0,Non-Defaulters
4204,MORTGAGE,Not Verified,,6.28,48000.0,Defaulters
14922,MORTGAGE,Verified,10,13.07,120000.0,Non-Defaulters
11283,MORTGAGE,Source Verified,3,15.61,124500.0,Non-Defaulters
1782,RENT,Not Verified,1,24.07,35000.0,Non-Defaulters
22514,OWN,Verified,2,12.87,72000.0,Non-Defaulters
6115,RENT,Source Verified,9,5.75,90000.0,Defaulters
16279,RENT,Source Verified,6,5.83,125000.0,Non-Defaulters
0,MORTGAGE,Verified,5,9.73,45000.0,Defaulters
6687,RENT,Source Verified,,3.74,48000.0,Non-Defaulters
4518,MORTGAGE,Not Verified,5,3.56,112000.0,Non-Defaulters
27008,MORTGAGE,Not Verified,5,5.86,135000.0,Non-Defaulters
43058,MORTGAGE,Verified,1,28.09,90000.0,Non-Defaulters
12793,MORTGAGE,Not Verified,5,22.17,44000.0,Non-Defaulters
15076,RENT,Source Verified,1,17.14,50000.0,Non-Defaulters
1210,MORTGAGE,Not Verified,10,8.86,40123.0,Non-Defaulters
15084,MORTGAGE,Source Verified,3,16.02,95000.0,Non-Defaulters
23761,MORTGAGE,Verified,3,25.09,70000.0,Non-Defaulters
13372,MORTGAGE,Not Verified,4,19.67,103000.0,Non-Defaulters
6701,RENT,Verified,8,24.09,65473.0,Non-Defaulters
4442,RENT,Verified,,24.54,36444.0,Non-Defaulters
10741,RENT,Not Verified,2,10.67,83000.0,Non-Defaulters
620,RENT,Source Verified,3,5.17,42000.0,Defaulters
34601,MORTGAGE,Not Verified,3,18.27,144000.0,Defaulters
13389,MORTGAGE,Not Verified,4,14.06,50000.0,Non-Defaulters
5270,OWN,Not Verified,6,11.42,70000.0,Non-Defaulters
10972,RENT,Not Verified,4,15.68,46000.0,Defaulters
3021,RENT,Not Verified,1,5.57,53191.0,Defaulters
0,RENT,Verified,1,28.54,60000.0,Non-Defaulters
3235,MORTGAGE,Not Verified,6,15.17,28000.0,Non-Defaulters
536,MORTGAGE,Source Verified,7,33.37,47000.0,Non-Defaulters
2730,RENT,Not Verified,10,10.9,45000.0,Non-Defaulters
11582,RENT,Source Verified,5,25.05,96000.0,Non-Defaulters
4637,RENT,Verified,10,16.18,55000.0,Defaulters
961,RENT,Not Verified,5,8.69,70000.0,Non-Defaulters
5807,RENT,Verified,10,15.04,45000.0,Defaulters
9628,MORTGAGE,Verified,4,31.38,103000.0,Non-Defaulters
17906,MORTGAGE,Not Verified,8,5.13,135000.0,Non-Defaulters
12912,RENT,Not Verified,6,24.83,32000.0,Non-Defaulters
26617,MORTGAGE,Not Verified,9,9.56,60000.0,Non-Defaulters
702,RENT,Not Verified,1,18.99,1896.0,Non-Defaulters
4947,MORTGAGE,Not Verified,10,13.63,50000.0,Non-Defaulters
8323,MORTGAGE,Not Verified,5,16.1,110000.0,Defaulters
6961,MORTGAGE,Verified,10,13.22,54000.0,Defaulters
14109,MORTGAGE,Source Verified,,21.28,52000.0,Non-Defaulters
16806,MORTGAGE,Verified,10,22.88,45000.0,Defaulters
224,RENT,Not Verified,3,21.31,78625.0,Non-Defaulters
13746,RENT,Verified,4,23.6,62000.0,Non-Defaulters
12059,MORTGAGE,Verified,8,8.8,45000.0,Non-Defaulters
25275,RENT,Not Verified,6,12.94,82660.0,Non-Defaulters
20813,MORTGAGE,Verified,9,10.85,132000.0,Non-Defaulters
3261,MORTGAGE,Source Verified,8,3.27,43000.0,Non-Defaulters
12806,RENT,Verified,3,28.92,50000.0,Non-Defaulters
19632,MORTGAGE,Source Verified,3,21.91,55000.0,Non-Defaulters
19288,RENT,Source Verified,7,12.14,80000.0,Non-Defaulters
29030,MORTGAGE,Verified,4,22.13,41000.0,Non-Defaulters
1304,RENT,Source Verified,10,12.2,31767.0,Non-Defaulters
13785,RENT,Not Verified,10,31.82,120000.0,Non-Defaulters
11831,OWN,Not Verified,10,16.59,58000.0,Non-Defaulters
22269,RENT,Not Verified,10,12.45,76150.0,Non-Defaulters
12552,RENT,Not Verified,5,22.91,45000.0,Non-Defaulters
11232,RENT,Source Verified,1,29.59,25000.0,Non-Defaulters
3663,RENT,Not Verified,2,23.2,45000.0,Defaulters
3602,MORTGAGE,Not Verified,10,20.36,30000.0,Non-Defaulters
18229,MORTGAGE,Not Verified,10,10.03,110000.0,Non-Defaulters
6039,RENT,Source Verified,6,14.88,37899.0,Non-Defaulters
47970,MORTGAGE,Source Verified,6,17.12,385000.0,Non-Defaulters
19652,OWN,Verified,,24.36,54625.0,Non-Defaulters
3612,OWN,Not Verified,10,15.66,40000.0,Non-Defaulters
8094,MORTGAGE,Verified,10,16.29,116000.0,Non-Defaulters
5601,MORTGAGE,Verified,10,20.75,28000.0,Non-Defaulters
27304,RENT,Verified,1,15.05,66000.0,Non-Defaulters
16890,RENT,Verified,6,15.6,45000.0,Non-Defaulters
8568,MORTGAGE,Source Verified,7,7.32,31200.0,Non-Defaulters
4202,RENT,Not Verified,7,25.56,60000.0,Non-Defaulters
33038,RENT,Verified,10,10.48,87000.0,Defaulters
35783,MORTGAGE,Source Verified,7,15.95,190000.0,Non-Defaulters
8600,MORTGAGE,Not Verified,4,15.42,72000.0,Non-Defaulters
4689,RENT,Verified,10,4.52,131250.0,Non-Defaulters
8745,RENT,Verified,10,19.68,56400.0,Defaulters
15187,RENT,Source Verified,10,16.39,50000.0,Non-Defaulters
6328,RENT,Not Verified,6,18.87,47000.0,Non-Defaulters
0,MORTGAGE,Not Verified,10,33.72,90000.0,Non-Defaulters
9713,RENT,Not Verified,1,13.92,32758.0,Non-Defaulters
10407,RENT,Not Verified,10,13.41,75000.0,Defaulters
4179,RENT,Source Verified,2,19.45,30720.0,Non-Defaulters
19630,RENT,Source Verified,2,19.06,58000.0,Defaulters
22877,MORTGAGE,Verified,4,17.27,94500.0,Non-Defaulters
9211,MORTGAGE,Not Verified,1,15.44,60000.0,Non-Defaulters
8138,MORTGAGE,Not Verified,5,19.0,67000.0,Non-Defaulters
14048,MORTGAGE,Not Verified,10,10.9,100000.0,Non-Defaulters
17192,MORTGAGE,Not Verified,10,23.42,35000.0,Non-Defaulters
14963,MORTGAGE,Source Verified,8,22.82,67000.0,Non-Defaulters
938,MORTGAGE,Source Verified,10,1.53,92000.0,Non-Defaulters
585,OWN,Verified,4,33.01,28500.0,Non-Defaulters
6070,MORTGAGE,Not Verified,1,12.52,30000.0,Defaulters
21695,RENT,Verified,7,28.64,86000.0,Non-Defaulters
16676,MORTGAGE,Source Verified,1,10.11,66000.0,Non-Defaulters
15683,MORTGAGE,Source Verified,4,22.7,75000.0,Non-Defaulters
32649,MORTGAGE,Verified,7,14.35,101000.0,Non-Defaulters
10507,RENT,Verified,5,33.18,29366.0,Non-Defaulters
24695,MORTGAGE,Verified,,27.86,54600.0,Non-Defaulters
23797,MORTGAGE,Source Verified,3,15.97,140000.0,Non-Defaulters
5742,RENT,Not Verified,1,20.7,32000.0,Non-Defaulters
34015,MORTGAGE,Verified,10,25.06,50000.0,Defaulters
15789,RENT,Verified,5,28.65,40000.0,Non-Defaulters
8177,RENT,Verified,1,31.63,45000.0,Non-Defaulters
12500,RENT,Verified,7,20.34,170000.0,Non-Defaulters
40712,RENT,Verified,9,18.2,152004.0,Non-Defaulters
8766,RENT,Verified,,25.12,19548.0,Non-Defaulters
13349,RENT,Source Verified,3,16.43,55000.0,Non-Defaulters
14777,MORTGAGE,Not Verified,10,15.05,70000.0,Non-Defaulters
2982,RENT,Not Verified,4,16.49,35000.0,Defaulters
9765,MORTGAGE,Verified,6,26.0,22850.0,Non-Defaulters
8937,RENT,Source Verified,8,18.88,60000.0,Non-Defaulters
11131,MORTGAGE,Source Verified,,20.36,85000.0,Non-Defaulters
5809,RENT,Source Verified,5,32.95,31000.0,Non-Defaulters
27236,RENT,Not Verified,6,27.06,36500.0,Non-Defaulters
31193,MORTGAGE,Not Verified,6,19.16,65000.0,Non-Defaulters
29526,MORTGAGE,Verified,6,5.39,108202.0,Non-Defaulters
12463,RENT,Verified,3,23.8,42000.0,Defaulters
19787,RENT,Verified,,31.13,36000.0,Non-Defaulters
27107,RENT,Source Verified,3,13.41,385000.0,Non-Defaulters
12747,MORTGAGE,Verified,7,29.32,67000.0,Defaulters
15189,MORTGAGE,Source Verified,10,8.52,72000.0,Non-Defaulters
2663,RENT,Source Verified,1,5.48,30000.0,Defaulters
3628,OWN,Source Verified,,17.8,12000.0,Non-Defaulters
3116,MORTGAGE,Verified,5,9.05,55000.0,Defaulters
15034,OWN,Not Verified,10,5.08,78000.0,Non-Defaulters
5920,OWN,Not Verified,5,6.56,47000.0,Non-Defaulters
17436,MORTGAGE,Verified,3,6.32,100000.0,Non-Defaulters
1697,RENT,Not Verified,6,21.33,32400.0,Non-Defaulters
1682,RENT,Source Verified,10,28.69,20000.0,Non-Defaulters
20766,MORTGAGE,Verified,6,14.84,46000.0,Non-Defaulters
17740,MORTGAGE,Verified,,24.42,49284.0,Non-Defaulters
13462,OWN,Not Verified,5,14.14,60000.0,Non-Defaulters
1963,RENT,Source Verified,2,1.12,63000.0,Non-Defaulters
559,MORTGAGE,Verified,5,0.42,100000.0,Non-Defaulters
10643,MORTGAGE,Source Verified,,20.88,67000.0,Non-Defaulters
13492,RENT,Verified,1,20.9,65000.0,Non-Defaulters
32426,MORTGAGE,Verified,6,29.58,28800.0,Non-Defaulters
73059,MORTGAGE,Verified,10,14.64,114000.0,Non-Defaulters
28769,MORTGAGE,Verified,10,19.05,64000.0,Non-Defaulters
5923,RENT,Verified,,21.2,30000.0,Non-Defaulters
1565,RENT,Verified,1,1.14,75000.0,Non-Defaulters
4421,RENT,Not Verified,7,4.65,34580.0,Non-Defaulters
4249,MORTGAGE,Verified,2,8.64,92500.0,Non-Defaulters
14808,RENT,Not Verified,1,7.58,51000.0,Non-Defaulters
120,RENT,Not Verified,10,4.84,53580.0,Defaulters
9268,RENT,Verified,10,17.23,65000.0,Non-Defaulters
25239,RENT,Verified,2,14.91,110000.0,Non-Defaulters
4778,MORTGAGE,Not Verified,10,8.7,44000.0,Non-Defaulters
6569,RENT,Verified,3,3.03,65000.0,Non-Defaulters
7725,RENT,Source Verified,3,10.05,40000.0,Non-Defaulters
13422,MORTGAGE,Source Verified,7,7.77,107256.0,Non-Defaulters
13380,MORTGAGE,Source Verified,9,22.46,53000.0,Non-Defaulters
9871,MORTGAGE,Source Verified,10,15.05,50000.0,Defaulters
5811,MORTGAGE,Verified,3,32.63,57000.0,Non-Defaulters
4854,RENT,Source Verified,2,31.28,32000.0,Non-Defaulters
4578,RENT,Verified,7,2.61,113000.0,Defaulters
17049,MORTGAGE,Verified,,25.17,63228.0,Defaulters
9137,RENT,Not Verified,3,13.8,68000.0,Non-Defaulters
5250,RENT,Source Verified,3,32.3,34000.0,Non-Defaulters
9176,RENT,Source Verified,9,2.7,98000.0,Non-Defaulters
0,MORTGAGE,Source Verified,1,9.08,90000.0,Non-Defaulters
7442,RENT,Verified,10,30.33,67691.0,Non-Defaulters
36292,MORTGAGE,Verified,5,14.43,79750.0,Non-Defaulters
13222,RENT,Not Verified,8,7.41,62800.0,Non-Defaulters
8553,MORTGAGE,Verified,8,33.16,35000.0,Non-Defaulters
12838,RENT,Not Verified,10,16.09,66000.0,Non-Defaulters
13459,RENT,Not Verified,9,22.53,31000.0,Defaulters
6468,RENT,Not Verified,8,6.51,40000.0,Non-Defaulters
3936,OWN,Source Verified,4,8.85,86400.0,Non-Defaulters
5589,MORTGAGE,Not Verified,2,16.93,54364.8,Non-Defaulters
6501,RENT,Not Verified,10,6.61,110000.0,Non-Defaulters
30875,MORTGAGE,Verified,,15.87,45000.0,Non-Defaulters
3692,RENT,Source Verified,6,21.76,36444.0,Non-Defaulters
21228,RENT,Not Verified,2,20.15,42640.0,Non-Defaulters
28329,MORTGAGE,Verified,10,16.97,129390.0,Non-Defaulters
8623,RENT,Verified,3,32.9,24000.0,Non-Defaulters
25645,MORTGAGE,Verified,1,20.34,65000.0,Non-Defaulters
2807,RENT,Not Verified,1,24.59,80000.0,Non-Defaulters
16085,RENT,Verified,10,20.74,60000.0,Non-Defaulters
14983,MORTGAGE,Verified,3,7.66,50000.0,Defaulters
8565,RENT,Verified,10,19.25,67000.0,Non-Defaulters
38394,OWN,Source Verified,5,20.83,120000.0,Non-Defaulters
4404,MORTGAGE,Not Verified,7,24.26,98000.0,Non-Defaulters
44906,MORTGAGE,Verified,7,23.73,206671.2,Non-Defaulters
14426,MORTGAGE,Verified,5,10.15,90000.0,Defaulters
18394,RENT,Not Verified,10,10.46,111000.0,Non-Defaulters
15853,MORTGAGE,Verified,10,21.75,100000.0,Non-Defaulters
15213,RENT,Verified,7,18.82,78000.0,Defaulters
25085,MORTGAGE,Verified,10,6.76,145000.0,Non-Defaulters
8226,MORTGAGE,Not Verified,8,30.36,47000.0,Non-Defaulters
28339,MORTGAGE,Verified,10,23.79,47777.6,Defaulters
2575,RENT,Verified,2,25.32,40000.0,Non-Defaulters
11632,MORTGAGE,Verified,10,28.33,47066.0,Defaulters
31887,RENT,Source Verified,10,20.21,100000.0,Defaulters
13470,MORTGAGE,Verified,2,11.77,230000.0,Non-Defaulters
29872,MORTGAGE,Verified,10,29.68,56000.0,Non-Defaulters
5823,RENT,Not Verified,7,10.59,87000.0,Non-Defaulters
13927,RENT,Source Verified,8,29.59,29000.0,Defaulters
16653,OWN,Not Verified,4,25.92,30000.0,Non-Defaulters
15241,MORTGAGE,Source Verified,10,15.28,103000.0,Non-Defaulters
2204,MORTGAGE,Not Verified,10,11.43,90000.0,Non-Defaulters
16771,MORTGAGE,Verified,10,30.68,60000.0,Defaulters
11333,RENT,Not Verified,9,7.39,91000.0,Non-Defaulters
15810,MORTGAGE,Source Verified,4,14.72,75000.0,Non-Defaulters
19373,MORTGAGE,Verified,3,24.29,63000.0,Defaulters
22799,MORTGAGE,Verified,10,10.51,60000.0,Non-Defaulters
6002,RENT,Verified,6,16.77,40000.0,Non-Defaulters
1078,RENT,Source Verified,5,9.07,83000.0,Non-Defaulters
11398,MORTGAGE,Not Verified,4,21.81,76000.0,Non-Defaulters
13070,MORTGAGE,Source Verified,1,14.68,60000.0,Non-Defaulters
4491,RENT,Verified,1,9.57,130000.0,Non-Defaulters
7610,RENT,Not Verified,10,17.93,48000.0,Non-Defaulters
15989,MORTGAGE,Source Verified,9,6.33,300000.0,Defaulters
14984,MORTGAGE,Source Verified,10,19.94,99600.0,Non-Defaulters
3208,RENT,Not Verified,2,7.86,60000.0,Non-Defaulters
7907,MORTGAGE,Not Verified,10,24.49,58600.0,Non-Defaulters
5796,RENT,Source Verified,8,19.27,35000.0,Defaulters
5833,MORTGAGE,Source Verified,10,6.02,70000.0,Non-Defaulters
34715,MORTGAGE,Verified,10,10.48,88600.0,Non-Defaulters
6402,MORTGAGE,Verified,8,5.51,44000.0,Non-Defaulters
19312,RENT,Not Verified,5,29.56,50000.0,Non-Defaulters
25290,MORTGAGE,Verified,6,16.2,120000.0,Non-Defaulters
10849,MORTGAGE,Not Verified,10,7.84,95000.0,Non-Defaulters
23291,MORTGAGE,Verified,10,18.15,70000.0,Defaulters
2400,RENT,Not Verified,9,27.83,31300.0,Non-Defaulters
12678,RENT,Not Verified,5,12.4,55000.0,Non-Defaulters
28238,MORTGAGE,Not Verified,10,22.7,72000.0,Non-Defaulters
12356,MORTGAGE,Not Verified,1,7.31,147000.0,Non-Defaulters
21187,MORTGAGE,Verified,10,10.09,120000.0,Non-Defaulters
3864,RENT,Source Verified,5,7.8,50000.0,Non-Defaulters
11525,RENT,Not Verified,1,7.91,72800.0,Non-Defaulters
1683,MORTGAGE,Source Verified,10,10.22,75000.0,Non-Defaulters
